bear1.jpg	 - (66, 55, 126, 205)

bear10.jpg	 - (246, 84, 213, 205)

bear11.jpg	 - (488, 173, 207, 185)

bear12.jpg	 - (746, 188, 824, 813)

bear13.jpg	 - (62, 31, 119, 77)

bear14.jpg	 - (487, 125, 436, 215)

bear15.jpg	 - (255, 295, 757, 576)

bear16.jpg	 - (158, 127, 115, 391)

bear17.jpg	 - (217, 180, 280, 205)

bear18.jpg	 - (509, 430, 1010, 248)

bear19.jpg	 - (276, 137, 240, 226)

bear2.jpg	 - (77, 64, 63, 109)

bear20.jpg	 - (79, 48, 129, 88)

bear21.jpg	 - (298, 75, 216, 134)

bear22.jpg	 - (861, 324, 666, 630)

bear23.jpg	 - (85, 55, 310, 192)

bear24.jpg	 - (39, 59, 131, 113)

bear25.jpg	 - (949, 342, 330, 654)

bear26.jpg	 - (255, 67, 146, 102)

bear27.jpg	 - (76, 88, 102, 111)

bear28.jpg	 - (1491, 942, 89, 69)

bear29.jpg	 - (38, 101, 383, 306)

bear3.jpg	 - (162, 86, 840, 614)

bear30.jpg	 - (245, 94, 372, 343)

bear31.jpg	 - (139, 42, 61, 75)

bear32.jpg	 - (675, 561, 1499, 430)

bear33.jpg	 - (247, 237, 430, 232)

bear34.jpg	 - (282, 120, 607, 306)

bear35.jpg	 - (428, 97, 147, 273)

bear36.jpg	 - (199, 121, 255, 226)

bear37.jpg	 - (38, 76, 206, 198)

bear38.jpg	 - (118, 332, 455, 147)

bear39.jpg	 - (43, 34, 481, 225)

bear4.jpg	 - (123, 93, 127, 102)

bear40.jpg	 - (73, 95, 364, 227)

bear41.jpg	 - (947, 800, 1344, 174)

bear42.jpeg	 - (491, 131, 248, 621)

bear43.jpg	 - (62, 37, 795, 369)

bear44.jpg	 - (176, 44, 135, 153)

bear45.jpg	 - (247, 130, 280, 183)

bear46.jpg	 - (312, 114, 172, 273)

bear47.jpg	 - (40, 104, 75, 53)

bear48.jpg	 - (344, 164, 75, 287)

bear49.jpg	 - (41, 65, 561, 396)

bear5.jpg	 - (367, 63, 292, 105)

bear50.jpg	 - (49, 63, 646, 294)

bear51.jpg	 - (285, 222, 381, 169)

bear52.jpg	 - (118, 149, 295, 97)

bear53.jpg	 - (273, 91, 166, 102)

bear54.jpg	 - (127, 61, 106, 127)

bear55.jpg	 - (187, 154, 338, 226)

bear56.jpg	 - (64, 32, 101, 73)

bear57.jpg	 - (440, 265, 363, 233)

bear58.jpg	 - (406, 134, 125, 452)

bear59.jpg	 - (238, 103, 375, 163)

bear6.jpg	 - (198, 167, 197, 102)

bear60.jpg	 - (233, 106, 310, 186)

bear61.jpg	 - (407, 323, 251, 133)

bear62.jpg	 - (1381, 626, 428, 360)

bear63.jpg	 - (150, 63, 374, 167)

bear64.jpg	 - (432, 93, 132, 70)

bear65.jpg	 - (167, 67, 230, 259)

bear66.jpg	 - (121, 186, 247, 119)

bear67.jpg	 - (167, 115, 179, 100)

bear68.jpg	 - (162, 84, 222, 94)

bear69.jpg	 - (460, 78, 226, 97)

bear7.jpg	 - (77, 123, 213, 145)

bear70.jpg	 - (32, 9, 131, 178)

bear71.jpg	 - (86, 112, 215, 52)

bear72.jpg	 - (224, 204, 420, 209)

bear73.jpg	 - (68, 45, 108, 92)

bear74.jpg	 - (1266, 664, 401, 230)

bear75.jpg	 - (129, 150, 260, 83)

bear76.jpg	 - (353, 261, 603, 264)

bear77.jpg	 - (326, 192, 359, 125)

bear78.jpg	 - (240, 181, 117, 47)

bear79.jpg	 - (169, 226, 437, 241)

bear8.jpg	 - (21, 47, 206, 145)

bear80.jpg	 - (560, 143, 1990, 818)

bear81.jpg	 - (352, 244, 147, 662)

bear82.jpg	 - (226, 157, 426, 255)

bear83.jpg	 - (126, 97, 368, 85)

bear84.jpg	 - (484, 144, 196, 458)

bear85.png	 - (67, 273, 124, 60)

bear86.jpg	 - (433, 87, 74, 234)

bear87.jpg	 - (133, 269, 45, 34)

bear88.jpg	 - (421, 223, 98, 247)

bear89.jpg	 - (416, 160, 392, 248)

bear9.jpg	 - (410, 335, 175, 115)

bear90.JPG	 - (56, 106, 118, 206)

bear91.jpg	 - (107, 198, 306, 188)

bear93.jpg	 - (222, 96, 112, 338)

bear94.jpg	 - (257, 314, 224, 104)

bear95.jpg	 - (296, 225, 460, 211)

croco1.jpg	 - (26, 117, 271, 307)

croco10.jpg	 - (911, 320, 629, 214)

croco11.jpeg	 - (275, 262, 978, 182)

croco12.jpg	 - (301, 305, 394, 143)

croco13.jpg	 - (225, 295, 166, 213)

croco14.jpg	 - (43, 67, 187, 119)

croco15.jpg	 - (352, 224, 304, 144)

croco16.jpg	 - (439, 284, 239, 54)

croco17.jpg	 - (70, 235, 207, 45)

croco18.jpg	 - (31, 130, 285, 219)

croco19.jpg	 - (56, 127, 391, 229)

croco2.jpg	 - (57, 333, 358, 555)

croco20.jpg	 - (559, 617, 272, 343)

croco21.jpg	 - (257, 85, 580, 354)

croco22.jpg	 - (243, 115, 186, 219)

croco23.jpg	 - (369, 104, 79, 116)

croco24.jpg	 - (272, 159, 215, 161)

croco25.jpg	 - (216, 189, 312, 48)

croco26.jpg	 - (15, 60, 214, 199)

croco27.jpg	 - (137, 87, 208, 117)

croco28.jpg	 - (45, 195, 284, 180)

croco29.jpg	 - (424, 281, 145, 141)

croco3.jpg	 - (403, 154, 180, 235)

croco30.jpg	 - (241, 145, 282, 207)

croco31.jpg	 - (395, 302, 179, 204)

croco32.jpg	 - (223, 144, 247, 58)

croco33.jpg	 - (183, 189, 226, 35)

croco34.png	 - (56, 140, 33, 12)

croco35.jpg	 - (187, 131, 274, 54)

croco36.jpg	 - (471, 435, 514, 90)

croco37.jpg	 - (179, 210, 84, 110)

croco38.jpg	 - (500, 443, 275, 54)

croco39.jpg	 - (244, 133, 342, 223)

croco4.jpg	 - (67, 301, 573, 360)

croco40.jpg	 - (455, 312, 800, 198)

croco41.jpg	 - (431, 86, 135, 124)

croco42.jpg	 - (61, 83, 52, 68)

croco43.jpg	 - (277, 204, 280, 167)

croco44.jpg	 - (61, 104, 93, 107)

croco45.jpg	 - (117, 92, 909, 409)

croco46.jpg	 - (36, 118, 142, 81)

croco47.jpg	 - (314, 46, 152, 156)

croco48.jpg	 - (101, 273, 230, 98)

croco49.jpg	 - (363, 136, 283, 64)

croco5.jpg	 - (143, 88, 218, 91)

croco50.jpg	 - (50, 103, 338, 120)

croco51.jpg	 - (59, 41, 254, 71)

croco52.jpg	 - (206, 216, 376, 38)

croco53.jpg	 - (253, 116, 230, 134)

